sequence_id,time_step,current_frequency_mhz,next_frequency_mhz
1,23,2493.8791714966765,2497.5374287247255
1,24,2497.5374287247255,2494.5655210889186
1,25,2494.5655210889186,2492.9661422570443
1,26,2492.9661422570443,2490.6497024035307
1,27,2490.6497024035307,2489.6751778956414
1,28,2489.6751778956414,2486.2334625267504
1,29,2486.2334625267504,2487.8213398937864
1,30,2487.8213398937864,2487.2657831510396
1,31,2487.2657831510396,2483.588767414783
1,32,2483.588767414783,2481.049819711764
1,33,2481.049819711764,2481.8336043303893
1,34,2481.8336043303893,2483.928920750125
1,35,2483.928920750125,2488.9207479793545
1,36,2488.9207479793545,2496.205404144373
1,37,2496.205404144373,2497.241427727563
1,38,2497.241427727563,2494.7675824274834
1,39,2494.7675824274834,2489.437466725655
1,40,2489.437466725655,2490.106745381515
1,41,2490.106745381515,2488.074392643239
1,42,2488.074392643239,2487.03599949279
1,43,2487.03599949279,2485.50575749514
1,44,2485.50575749514,2485.153780279099
1,45,2485.153780279099,2487.818730856068
1,46,2487.818730856068,2488.2113522746818
1,47,2488.2113522746818,2487.814765182085
1,48,2487.814765182085,2485.2256308000206
1,49,2485.2256308000206,2481.0389234382596
1,50,2481.0389234382596,2479.8231536655762
1,51,2479.8231536655762,2479.6886972885304
1,52,2479.6886972885304,2484.10852207248
1,53,2484.10852207248,2484.434208376162
1,54,2484.434208376162,2486.89105715372
1,55,2486.89105715372,2485.642818157372
1,56,2485.642818157372,2482.6804587413294
1,57,2482.6804587413294,2480.2676668357485
1,58,2480.2676668357485,2478.4546016744093
1,59,2478.4546016744093,2483.7757760054974
1,60,2483.7757760054974,2481.7223093074363
1,61,2481.7223093074363,2483.8185323167772
1,62,2483.8185323167772,2481.56121437156
1,63,2481.56121437156,2483.8901469037455
1,64,2483.8901469037455,2484.85252431901
1,65,2484.85252431901,2484.460929574865
1,66,2484.460929574865,2484.3590232595266
1,67,2484.3590232595266,2482.7220540209532
1,68,2482.7220540209532,2483.8372345246585
1,69,2483.8372345246585,2482.6997758238067
1,70,2482.6997758238067,2479.6357614143885
1,71,2479.6357614143885,2476.4409174785897
1,72,2476.4409174785897,2476.872387272895
1,73,2476.872387272895,2480.820115413921
1,74,2480.820115413921,2481.2200944478545
1,75,2481.2200944478545,2480.92349863258
1,76,2480.92349863258,2481.6380639815866
1,77,2481.6380639815866,2484.9030683358537
1,78,2484.9030683358537,2485.4515245892635
1,79,2485.4515245892635,2484.4242065121794
1,80,2484.4242065121794,2487.189928287329
1,81,2487.189928287329,2488.2618193834833
1,82,2488.2618193834833,2492.101209363473
1,83,2492.101209363473,2492.5592954565277
1,84,2492.5592954565277,2489.4981228772263
1,85,2489.4981228772263,2486.077724879112
1,86,2486.077724879112,2490.20504470969
1,87,2490.20504470969,2494.5142090116483
1,88,2494.5142090116483,2494.065410978442
1,89,2494.065410978442,2493.1074426756018
1,90,2493.1074426756018,2496.7610534062073
1,91,2496.7610534062073,2493.9934392010987
1,92,2493.9934392010987,2491.7566216537093
1,93,2491.7566216537093,2493.364938640432
1,94,2493.364938640432,2492.378425833283
1,95,2492.378425833283,2492.365621166483
1,96,2492.365621166483,2491.9570139201714
1,97,2491.9570139201714,2492.8009502921686
1,98,2492.8009502921686,2496.319654945453
2,0,2414.7920687618443,2409.6666385092667
2,1,2409.6666385092667,2409.5448425044415
2,2,2409.5448425044415,2407.436766828709
2,3,2407.436766828709,2404.38973417765
2,4,2404.38973417765,2402.194353260328
2,5,2402.194353260328,2401.3590446585763
2,6,2401.3590446585763,2403.6488010144662
2,7,2403.6488010144662,2400.3328192201175
2,8,2400.3328192201175,2400.4093979516033
2,9,2400.4093979516033,2400.0
2,10,2400.0,2400.0
2,11,2400.0,2402.5068945632615
2,12,2402.5068945632615,2403.8521831557714
2,13,2403.8521831557714,2407.1956784243785
2,14,2407.1956784243785,2406.809414226254
2,15,2406.809414226254,2405.069557697077
2,16,2405.069557697077,2404.509910654876
2,17,2404.509910654876,2405.116152633054
2,18,2405.116152633054,2405.5575860291883
2,19,2405.5575860291883,2402.846615848605
2,20,2402.846615848605,2403.0728403026746
2,21,2403.0728403026746,2403.643411128022
2,22,2403.643411128022,2409.937096221857
2,23,2409.937096221857,2414.629207750061
2,24,2414.629207750061,2412.496099373664
2,25,2412.496099373664,2411.7776409697913
2,26,2411.7776409697913,2408.1190359651987
2,27,2408.1190359651987,2406.64226843029
2,28,2406.64226843029,2407.431280939266
2,29,2407.431280939266,2410.4459149914865
2,30,2410.4459149914865,2408.6232053971275
2,31,2408.6232053971275,2406.987839296958
2,32,2406.987839296958,2401.6196167226117
2,33,2401.6196167226117,2401.2129519212494
2,34,2401.2129519212494,2400.0
2,35,2400.0,2400.0
2,36,2400.0,2400.0
2,37,2400.0,2400.0
2,38,2400.0,2400.0
2,39,2400.0,2400.0
2,40,2400.0,2405.323117780071
2,41,2405.323117780071,2402.1045613268857
2,42,2402.1045613268857,2400.0
2,43,2400.0,2404.5922838208035
2,44,2404.5922838208035,2411.8549517439046
2,45,2411.8549517439046,2408.9260351718412
2,46,2408.9260351718412,2408.005412779871
2,47,2408.005412779871,2408.8593016572227
2,48,2408.8593016572227,2413.181045768237
2,49,2413.181045768237,2410.7139030721664
2,50,2410.7139030721664,2410.100708457311
2,51,2410.100708457311,2412.0440523974653
2,52,2412.0440523974653,2413.130967583632
2,53,2413.130967583632,2412.1905774055567
2,54,2412.1905774055567,2411.8560199942667
2,55,2411.8560199942667,2408.418780473342
2,56,2408.418780473342,2407.8233461134055
2,57,2407.8233461134055,2407.157377388383
2,58,2407.157377388383,2407.7378021124487
2,59,2407.7378021124487,2406.349484065401
2,60,2406.349484065401,2407.528330371764
2,61,2407.528330371764,2410.0601199163134
2,62,2410.0601199163134,2410.4486932354844
2,63,2410.4486932354844,2411.3280842564823
2,64,2411.3280842564823,2411.460972625427
2,65,2411.460972625427,2411.461183608156
2,66,2411.461183608156,2409.6572885242986
2,67,2409.6572885242986,2410.448524178482
2,68,2410.448524178482,2410.205307682448
2,69,2410.205307682448,2415.4382284547746
2,70,2415.4382284547746,2419.371615710963
2,71,2419.371615710963,2420.3362320923543
2,72,2420.3362320923543,2418.428589068117
2,73,2418.428589068117,2415.6475603881586
2,74,2415.6475603881586,2418.6254177708806
2,75,2418.6254177708806,2419.2822908337484
2,76,2419.2822908337484,2420.4826493422274
2,77,2420.4826493422274,2416.121184374792
2,78,2416.121184374792,2418.4397805786875
2,79,2418.4397805786875,2419.5758314242235
2,80,2419.5758314242235,2416.799754713187
2,81,2416.799754713187,2415.6209426945625
2,82,2415.6209426945625,2416.280235705454
2,83,2416.280235705454,2416.4114027013443
2,84,2416.4114027013443,2415.680974736835
2,85,2415.680974736835,2415.42225406667
2,86,2415.42225406667,2414.792310621153
2,87,2414.792310621153,2415.173716901409
2,88,2415.173716901409,2418.852446833892
2,89,2418.852446833892,2412.4358007315636
2,90,2412.4358007315636,2411.8436750702895
2,91,2411.8436750702895,2412.284956123721
2,92,2412.284956123721,2413.0249410979386
2,93,2413.0249410979386,2412.0951546446354
2,94,2412.0951546446354,2407.703350188439
2,95,2407.703350188439,2408.523338897724
2,96,2408.523338897724,2412.8417144331343
2,97,2412.8417144331343,2409.0070609208437
2,98,2409.0070609208437,2411.166630955089
3,0,2432.5962455766826,2429.9639992999228
3,1,2429.9639992999228,2429.127858869033
3,2,2429.127858869033,2432.3779703557802
3,3,2432.3779703557802,2433.8346084607497
3,4,2433.8346084607497,2438.1653874742747
3,5,2438.1653874742747,2441.1089171967187
3,6,2441.1089171967187,2442.2066338940426
3,7,2442.2066338940426,2446.5664702094623
3,8,2446.5664702094623,2447.663953106308
3,9,2447.663953106308,2449.7339235483005
3,10,2449.7339235483005,2448.992496164464
3,11,2448.992496164464,2449.1588607041117
3,12,2449.1588607041117,2447.415301145861
3,13,2447.415301145861,2449.8892609823483
3,14,2449.8892609823483,2446.943501924561
3,15,2446.943501924561,2448.8993777806054
3,16,2448.8993777806054,2448.4227501368423
3,17,2448.4227501368423,2451.3508678705107
3,18,2451.3508678705107,2453.2280403423388
3,19,2453.2280403423388,2457.779655736456
3,20,2457.779655736456,2459.6065924643026
3,21,2459.6065924643026,2455.6764918251697
3,22,2455.6764918251697,2455.5091088929244
3,23,2455.5091088929244,2452.579090911437
3,24,2452.579090911437,2451.2833913055215
3,25,2451.2833913055215,2455.061462388713
3,26,2455.061462388713,2456.6552969159575
3,27,2456.6552969159575,2454.9079708445106
3,28,2454.9079708445106,2452.37367742841
3,29,2452.37367742841,2452.4556326606003
3,30,2452.4556326606003,2449.4142322871476
3,31,2449.4142322871476,2447.736381593656
3,32,2447.736381593656,2448.516405272534
3,33,2448.516405272534,2451.4046853628006
3,34,2451.4046853628006,2452.9265890433617
3,35,2452.9265890433617,2447.1983652718664
3,36,2447.1983652718664,2447.959282094442
3,37,2447.959282094442,2448.1393660275235
3,38,2448.1393660275235,2449.174091740955
3,39,2449.174091740955,2453.214615945083
3,40,2453.214615945083,2448.056520253071
3,41,2448.056520253071,2446.5787616900934
3,42,2446.5787616900934,2448.0560274970767
3,43,2448.0560274970767,2444.102041498442
3,44,2444.102041498442,2447.7919141185757
3,45,2447.7919141185757,2448.7128056503275
3,46,2448.7128056503275,2450.829265614936
3,47,2450.829265614936,2449.4019064611316
3,48,2449.4019064611316,2451.4363156860472
3,49,2451.4363156860472,2454.1074945760197
3,50,2454.1074945760197,2454.6896896263625
3,51,2454.6896896263625,2455.275691858109
3,52,2455.275691858109,2455.951549956313
3,53,2455.951549956313,2453.793186794465
3,54,2453.793186794465,2453.424365093864
3,55,2453.424365093864,2453.043058762733
3,56,2453.043058762733,2454.0015434236166
3,57,2454.0015434236166,2456.501104040892
3,58,2456.501104040892,2453.854763835946
3,59,2453.854763835946,2453.542241260147
3,60,2453.542241260147,2457.2458801292946
3,61,2457.2458801292946,2455.386909557263
3,62,2455.386909557263,2453.331284514037
3,63,2453.331284514037,2453.837049993615
3,64,2453.837049993615,2455.948012969828
3,65,2455.948012969828,2455.97657810873
3,66,2455.97657810873,2459.2989795848225
3,67,2459.2989795848225,2461.440964541239
3,68,2461.440964541239,2463.545514708464
3,69,2463.545514708464,2464.9308059617742
3,70,2464.9308059617742,2470.7499387126395
3,71,2470.7499387126395,2470.2370344904743
3,72,2470.2370344904743,2465.228228760308
3,73,2465.228228760308,2469.2388646641007
3,74,2469.2388646641007,2468.094616086709
3,75,2468.094616086709,2468.3643171975664
3,76,2468.3643171975664,2471.6381939097178
3,77,2471.6381939097178,2467.6325450570703
3,78,2467.6325450570703,2464.503427021805
3,79,2464.503427021805,2460.5002321790075
3,80,2460.5002321790075,2458.514891453944
3,81,2458.514891453944,2459.6139829689864
3,82,2459.6139829689864,2460.924452576018
3,83,2460.924452576018,2461.6151380243396
3,84,2461.6151380243396,2458.083223314609
3,85,2458.083223314609,2452.3079647230275
3,86,2452.3079647230275,2452.4438486865033
3,87,2452.4438486865033,2451.2644086024075
3,88,2451.2644086024075,2452.412873031699
3,89,2452.412873031699,2454.167757097252
3,90,2454.167757097252,2454.513360677399
3,91,2454.513360677399,2456.4136933908385
3,92,2456.4136933908385,2456.986721826126
3,93,2456.986721826126,2458.3118835901296
3,94,2458.3118835901296,2456.550200432955
3,95,2456.550200432955,2456.1011718983764
3,96,2456.1011718983764,2456.5931121400185
3,97,2456.5931121400185,2458.644433328562
3,98,2458.644433328562,2457.660080398001
4,0,2464.9623069529607,2464.6684515346406
4,1,2464.6684515346406,2466.7422491397006
4,2,2466.7422491397006,2461.759598212065
4,3,2461.759598212065,2458.5184173918783
4,4,2458.5184173918783,2454.812953898271
4,5,2454.812953898271,2448.9789135986503
4,6,2448.9789135986503,2447.2832524982623
4,7,2447.2832524982623,2449.1568372475817
4,8,2449.1568372475817,2448.444627081625
4,9,2448.444627081625,2448.9391022864797
4,10,2448.9391022864797,2451.6621460282568
4,11,2451.6621460282568,2454.981361358926
4,12,2454.981361358926,2454.8085165221105
4,13,2454.8085165221105,2458.192481246034
4,14,2458.192481246034,2458.422797892119
4,15,2458.422797892119,2456.3293023325505
4,16,2456.3293023325505,2454.8433014520538
4,17,2454.8433014520538,2451.141960170641
4,18,2451.141960170641,2448.921625536307
4,19,2448.921625536307,2448.0265838161213
4,20,2448.0265838161213,2450.035546364568
4,21,2450.035546364568,2454.337470942483
4,22,2454.337470942483,2450.88201715404
4,23,2450.88201715404,2451.86408582469
4,24,2451.86408582469,2449.262725976796
4,25,2449.262725976796,2450.449468697954
4,26,2450.449468697954,2450.121752071235
4,27,2450.121752071235,2445.544487506616
4,28,2445.544487506616,2447.865229985537
4,29,2447.865229985537,2446.352728203515
4,30,2446.352728203515,2445.017977607581
4,31,2445.017977607581,2442.343596579357
4,32,2442.343596579357,2440.707888387638
4,33,2440.707888387638,2441.777614489375
4,34,2441.777614489375,2441.304503637034
4,35,2441.304503637034,2442.1261586427404
4,36,2442.1261586427404,2443.0309632775625
4,37,2443.0309632775625,2446.332617416383
4,38,2446.332617416383,2445.475652039222
4,39,2445.475652039222,2441.7835074971076
4,40,2441.7835074971076,2444.4515635385374
4,41,2444.4515635385374,2443.622843108294
4,42,2443.622843108294,2446.4093242197378
4,43,2446.4093242197378,2447.367767002694
4,44,2447.367767002694,2447.0399231771858
4,45,2447.0399231771858,2447.9118629123013
4,46,2447.9118629123013,2452.789394312617
4,47,2452.789394312617,2457.9818456352514
4,48,2457.9818456352514,2458.1552984730833
4,49,2458.1552984730833,2458.555774956376
4,50,2458.555774956376,2461.246375350042
4,51,2461.246375350042,2459.1322227681235
4,52,2459.1322227681235,2459.964898699669
4,53,2459.964898699669,2459.9002415797845
4,54,2459.9002415797845,2460.6850121084285
4,55,2460.6850121084285,2458.601590093555
4,56,2458.601590093555,2454.6276713602824
4,57,2454.6276713602824,2449.4452127703044
4,58,2449.4452127703044,2446.6517524878304
4,59,2446.6517524878304,2445.5050642754823
4,60,2445.5050642754823,2444.7720853088604
4,61,2444.7720853088604,2449.615163214934
4,62,2449.615163214934,2452.380146639702
4,63,2452.380146639702,2449.974918848848
4,64,2449.974918848848,2450.8441899799755
4,65,2450.8441899799755,2449.8264943890995
4,66,2449.8264943890995,2449.1155847939995
4,67,2449.1155847939995,2449.578898917538
4,68,2449.578898917538,2451.1268267099763
4,69,2451.1268267099763,2450.278680500266
4,70,2450.278680500266,2452.938309332102
4,71,2452.938309332102,2450.0834637667463
4,72,2450.0834637667463,2450.099311422652
4,73,2450.099311422652,2456.593495739142
4,74,2456.593495739142,2457.151195095705
4,75,2457.151195095705,2460.7342313622207
4,76,2460.7342313622207,2460.963031807654
4,77,2460.963031807654,2462.414974545978
4,78,2462.414974545978,2462.2730165599964
4,79,2462.2730165599964,2461.846997607086
4,80,2461.846997607086,2459.8982916152722
4,81,2459.8982916152722,2460.974045012666
4,82,2460.974045012666,2458.8452020397017
4,83,2458.8452020397017,2460.509165130485
4,84,2460.509165130485,2463.2223826416
4,85,2463.2223826416,2464.138711159693
4,86,2464.138711159693,2463.4230893258036
4,87,2463.4230893258036,2464.5580032740754
4,88,2464.5580032740754,2463.7863206352094
4,89,2463.7863206352094,2466.1251884488724
4,90,2466.1251884488724,2461.5466732383347
4,91,2461.5466732383347,2460.707654818038
4,92,2460.707654818038,2455.730624830228
4,93,2455.730624830228,2451.99297275466
4,94,2451.99297275466,2455.4026283291946
4,95,2455.4026283291946,2457.640590784124
4,96,2457.640590784124,2455.841890200912
4,97,2455.841890200912,2452.08563156081
4,98,2452.08563156081,2444.6743094662056
5,0,2500.0,2500.0
5,1,2500.0,2498.6010692848763
5,2,2498.6010692848763,2499.763769808627
5,3,2499.763769808627,2495.861373926141
5,4,2495.861373926141,2495.1180655193966
5,5,2495.1180655193966,2495.366759201936
5,6,2495.366759201936,2495.1515075723833
5,7,2495.1515075723833,2497.1285228766083
5,8,2497.1285228766083,2497.9901359421983
5,9,2497.9901359421983,2499.6609509874684
5,10,2499.6609509874684,2497.9400202818915
5,11,2497.9400202818915,2500.0
5,12,2500.0,2500.0
5,13,2500.0,2497.5746262008715
5,14,2497.5746262008715,2495.355387061585
5,15,2495.355387061585,2498.694847902386
5,16,2498.694847902386,2498.2164879356483
5,17,2498.2164879356483,2500.0
5,18,2500.0,2498.8936607202695
5,19,2498.8936607202695,2500.0
5,20,2500.0,2500.0
5,21,2500.0,2500.0
5,22,2500.0,2500.0
5,23,2500.0,2499.0955738063894
5,24,2499.0955738063894,2496.742768566577
5,25,2496.742768566577,2495.621358046506
5,26,2495.621358046506,2496.752192923114
5,27,2496.752192923114,2492.8377952426627
5,28,2492.8377952426627,2494.4314724992905
5,29,2494.4314724992905,2493.084544205246
5,30,2493.084544205246,2495.9540758570797
5,31,2495.9540758570797,2489.9684250948285
5,32,2489.9684250948285,2488.0020106570682
5,33,2488.0020106570682,2483.785840278983
5,34,2483.785840278983,2481.720266613073
5,35,2481.720266613073,2482.3394313658455
5,36,2482.3394313658455,2481.8913648022212
5,37,2481.8913648022212,2481.257920879851
5,38,2481.257920879851,2480.859958701401
5,39,2480.859958701401,2481.368429302951
5,40,2481.368429302951,2478.8470891980933
5,41,2478.8470891980933,2480.614213300341
5,42,2480.614213300341,2482.270878226305
5,43,2482.270878226305,2483.233473070445
5,44,2483.233473070445,2484.6248066773232
5,45,2484.6248066773232,2485.365851679345
5,46,2485.365851679345,2490.4535349361727
5,47,2490.4535349361727,2490.2357995085413
5,48,2490.2357995085413,2489.4680914627047
5,49,2489.4680914627047,2487.5842725118114
5,50,2487.5842725118114,2485.003615835367
5,51,2485.003615835367,2481.892436366364
5,52,2481.892436366364,2479.670443083287
5,53,2479.670443083287,2479.493742129157
5,54,2479.493742129157,2480.3294799504015
5,55,2480.3294799504015,2480.457335096782
5,56,2480.457335096782,2478.543496903208
5,57,2478.543496903208,2480.793958313258
5,58,2480.793958313258,2482.6424899940102
5,59,2482.6424899940102,2482.2433692254554
5,60,2482.2433692254554,2480.6110788637934
5,61,2480.6110788637934,2481.982148665868
5,62,2481.982148665868,2482.4520826345833
5,63,2482.4520826345833,2478.831764486046
5,64,2478.831764486046,2478.661813846085
5,65,2478.661813846085,2479.316903376271
5,66,2479.316903376271,2477.0676664100515
5,67,2477.0676664100515,2477.542274892145
5,68,2477.542274892145,2473.9052186790004
5,69,2473.9052186790004,2477.2456839290307
5,70,2477.2456839290307,2480.3655588916795
5,71,2480.3655588916795,2479.734265555922
5,72,2479.734265555922,2480.6429014005193
5,73,2480.6429014005193,2474.6180964860196
5,74,2474.6180964860196,2471.727227335356
5,75,2471.727227335356,2470.9927800349756
5,76,2470.9927800349756,2468.3124474814085
5,77,2468.3124474814085,2470.098438687985
5,78,2470.098438687985,2475.091680014855
5,79,2475.091680014855,2472.1501432162813
5,80,2472.1501432162813,2470.056484706068
5,81,2470.056484706068,2470.645105626843
5,82,2470.645105626843,2474.672895998092
5,83,2474.672895998092,2471.616960216742
5,84,2471.616960216742,2472.2395505225095
5,85,2472.2395505225095,2476.792797649542
5,86,2476.792797649542,2472.663399779094
5,87,2472.663399779094,2469.4607267619795
5,88,2469.4607267619795,2468.4017102458274
5,89,2468.4017102458274,2467.100239213689
5,90,2467.100239213689,2469.1317424330728
5,91,2469.1317424330728,2469.735891732625
5,92,2469.735891732625,2465.2984865835197
5,93,2465.2984865835197,2466.587012590772
5,94,2466.587012590772,2465.1431653723826
5,95,2465.1431653723826,2468.3292834147355
5,96,2468.3292834147355,2466.7603145736434
5,97,2466.7603145736434,2465.168776365888
5,98,2465.168776365888,2466.5216053928993
6,0,2483.3785574715835,2479.1645641781215
6,1,2479.1645641781215,2480.509650277942
6,2,2480.509650277942,2477.923880148756
6,3,2477.923880148756,2478.5120704277265
6,4,2478.5120704277265,2474.9527343392288
6,5,2474.9527343392288,2476.0685397080865
6,6,2476.0685397080865,2474.052042447318
6,7,2474.052042447318,2470.8454558216667
6,8,2470.8454558216667,2472.6300061628726
6,9,2472.6300061628726,2473.2341174670646
6,10,2473.2341174670646,2471.6991754635824
6,11,2471.6991754635824,2475.327122586135
6,12,2475.327122586135,2474.2254915322105
6,13,2474.2254915322105,2474.3057607171377
6,14,2474.3057607171377,2474.9780443363343
6,15,2474.9780443363343,2473.428879501013
6,16,2473.428879501013,2474.606720234513
6,17,2474.606720234513,2473.273089366601
6,18,2473.273089366601,2472.2439935610605
6,19,2472.2439935610605,2475.650600160569
6,20,2475.650600160569,2473.0491350292878
6,21,2473.0491350292878,2467.017184201964
6,22,2467.017184201964,2471.044526689494
6,23,2471.044526689494,2477.4178465710115
6,24,2477.4178465710115,2476.404673407388
6,25,2476.404673407388,2471.5625783058376
6,26,2471.5625783058376,2470.7863683653477
6,27,2470.7863683653477,2470.070810990746
6,28,2470.070810990746,2469.5960013881904
6,29,2469.5960013881904,2466.812531283386
6,30,2466.812531283386,2468.261434139577
6,31,2468.261434139577,2469.5727025777924
6,32,2469.5727025777924,2465.836688528244
6,33,2465.836688528244,2467.5846803574814
6,34,2467.5846803574814,2472.716392812346
6,35,2472.716392812346,2473.1462936434386
6,36,2473.1462936434386,2472.3029807382673
6,37,2472.3029807382673,2471.9479727022485
6,38,2471.9479727022485,2473.48611461967
6,39,2473.48611461967,2469.1594356059018
6,40,2469.1594356059018,2469.570412363345
6,41,2469.570412363345,2468.5942524896877
6,42,2468.5942524896877,2473.213815022078
6,43,2473.213815022078,2472.778383187566
6,44,2472.778383187566,2476.9481022153645
6,45,2476.9481022153645,2474.1887504709093
6,46,2474.1887504709093,2475.6568983879165
6,47,2475.6568983879165,2476.4553990473946
6,48,2476.4553990473946,2474.282780927733
6,49,2474.282780927733,2474.726271214325
6,50,2474.726271214325,2477.757568306404
6,51,2477.757568306404,2476.9480890456875
6,52,2476.9480890456875,2472.718182422763
6,53,2472.718182422763,2472.6742753565695
6,54,2472.6742753565695,2470.418217619588
6,55,2470.418217619588,2469.5623652729287
6,56,2469.5623652729287,2469.3583958487156
6,57,2469.3583958487156,2465.0942653086768
6,58,2465.0942653086768,2461.055119460375
6,59,2461.055119460375,2462.2602865491885
6,60,2462.2602865491885,2460.9534898087645
6,61,2460.9534898087645,2454.541628954213
6,62,2454.541628954213,2456.5037390457333
6,63,2456.5037390457333,2457.184663433919
6,64,2457.184663433919,2455.399976373828
6,65,2455.399976373828,2452.1079008461825
6,66,2452.1079008461825,2454.1974205869683
6,67,2454.1974205869683,2455.0707971433694
6,68,2455.0707971433694,2461.0273028500796
6,69,2461.0273028500796,2462.077774346892
6,70,2462.077774346892,2463.047032200047
6,71,2463.047032200047,2462.6297123747754
6,72,2462.6297123747754,2464.671652042777
6,73,2464.671652042777,2466.2343650458974
